[2009-05-20 00:06:35] 7 User  hat sich eingeloggt.
[2009-05-20 01:24:48] 80 1 Karte gewechselt, von 119 nach 39.
[2009-05-20 01:24:53] 80 1 Karte gewechselt, von 39 nach 164.
[2009-05-20 01:25:23] 80 1 Karte gewechselt, von 164 nach 39.
[2009-05-20 01:25:27] 80 1 Karte gewechselt, von 39 nach 393.
[2009-05-20 01:25:57] 80 1 Karte gewechselt, von 393 nach 394.
[2009-05-20 01:26:01] 80 1 Karte gewechselt, von 394 nach 107.
[2009-05-20 01:26:04] 80 1 Karte gewechselt, von 107 nach 491.
[2009-05-20 01:26:08] 80 1 Karte gewechselt, von 491 nach 490.
[2009-05-20 01:26:09] 4 Kann Userposition (490 -> 490) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 01:26:13] 80 1 Karte gewechselt, von 490 nach 74.
[2009-05-20 01:26:16] 80 1 Karte gewechselt, von 74 nach 490.
[2009-05-20 01:26:21] 80 1 Karte gewechselt, von 490 nach 491.
[2009-05-20 01:26:23] 80 1 Karte gewechselt, von 491 nach 107.
[2009-05-20 01:26:26] 80 1 Karte gewechselt, von 107 nach 108.
[2009-05-20 01:26:29] 80 1 Karte gewechselt, von 108 nach 396.
[2009-05-20 01:26:34] 80 1 Karte gewechselt, von 396 nach 395.
[2009-05-20 01:26:39] 80 1 Karte gewechselt, von 395 nach 446.
[2009-05-20 01:26:48] 80 1 Karte gewechselt, von 446 nach 210.
[2009-05-20 01:26:53] 80 1 Karte gewechselt, von 210 nach 81.
[2009-05-20 01:27:00] 80 1 Karte gewechselt, von 81 nach 79.
[2009-05-20 01:27:03] 80 1 Karte gewechselt, von 79 nach 288.
[2009-05-20 01:27:08] 80 1 Karte gewechselt, von 288 nach 317.
[2009-05-20 01:27:13] 80 1 Karte gewechselt, von 317 nach 288.
[2009-05-20 01:27:16] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 01:31:55] 80 1 Karte gewechselt, von 288 nach 317.
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:31:57] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:32:21] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:32:21] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:32:21] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:32:21] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:32:21] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:32:21] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 01:36:20] 80 1 Karte gewechselt, von 317 nach 316.
[2009-05-20 01:36:26] 0 From /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/templates/trainerFightPanel.html around line 25exception 'PHPTAL_ParserException' with message 'PHPTAL_Dom_Parser error: Found closing tag for 'div' where there are no open tags in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/templates/trainerFightPanel.html:25' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL/Dom/XmlParser.php:377Stack trace:#0 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL/Dom/Parser.php(132): PHPTAL_XmlParser->raiseError('Found closing t...')#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL/Dom/XmlParser.php(196): PHPTAL_Dom_Parser->onElementClose('div')#2 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL/Dom/Parser.php(59): PHPTAL_XmlParser->parseString('<div class="tra...', '/home/httpd/vho...')#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(732): PHPTAL_Dom_Parser->parseString('<div class="tra...', '/home/httpd/vho...')#4 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(533): PHPTAL->parse()#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(471): PHPTAL->prepare()#6 /tmp/tpl_1242753593_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(59): PHPTAL->_executeMacroOfTempalte('trainerFightPan...', Object(PHPTAL))#7 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242753593_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#8 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#9 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#10 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(11): PHPTAL->execute()#11 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#12 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 02:09:56] 7 User 1 hat sich eingeloggt.
[2009-05-20 02:10:04] 80 1 Karte gewechselt, von 316 nach 317.
[2009-05-20 02:10:10] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:10:10] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:01] 7 User 1 hat sich eingeloggt.
[2009-05-20 02:12:04] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:12:04] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:13:55] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:14:47] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:16:11] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:16:11] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:16:11] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:16:11] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:16:11] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:16:11] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:16:11] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:16:11] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:16:11] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:16:11] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:16:11] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:16:11] 4 Unbekannter EV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:17:02] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:17:02] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:17:02] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:17:02] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:17:02] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:17:02] 4 Unbekannter DV-Wert kp. (/world/lib/classes/World/World_PokemonInstance.php)
[2009-05-20 02:19:33] 7 User 1 hat sich eingeloggt.
[2009-05-20 08:35:09] 7 User 1 hat sich eingeloggt.
[2009-05-20 11:01:57] 7 User 1 hat sich eingeloggt.
[2009-05-20 11:03:35] 7 User 1 hat sich eingeloggt.
[2009-05-20 11:05:08] 7 User 1 hat sich eingeloggt.
[2009-05-20 11:09:05] 7 User 1 hat sich eingeloggt.
[2009-05-20 11:12:11] 7 User 1 hat sich eingeloggt.
[2009-05-20 11:41:05] 7 User 1 hat sich eingeloggt.
[2009-05-20 11:44:41] 4 Konnte Kartendimensionen nicht ermitteln. (/world/lib/classes/World/World_Map.php)
[2009-05-20 11:44:41] 4 Konnte Kartendimensionen nicht ermitteln. (/world/lib/classes/World/World_Map.php)
[2009-05-20 11:45:41] 4 Konnte Kartendimensionen nicht ermitteln. (/world/lib/classes/World/World_Map.php)
[2009-05-20 11:45:41] 4 Konnte Kartendimensionen nicht ermitteln. (/world/lib/classes/World/World_Map.php)
[2009-05-20 11:45:44] 4 Konnte Kartendimensionen nicht ermitteln. (/world/lib/classes/World/World_Map.php)
[2009-05-20 11:45:44] 4 Konnte Kartendimensionen nicht ermitteln. (/world/lib/classes/World/World_Map.php)
[2009-05-20 11:45:44] 4 Konnte Kartendimensionen nicht ermitteln. (/world/lib/classes/World/World_Map.php)
[2009-05-20 11:45:44] 4 Konnte Kartendimensionen nicht ermitteln. (/world/lib/classes/World/World_Map.php)
[2009-05-20 11:45:45] 4 Konnte Kartendimensionen nicht ermitteln. (/world/lib/classes/World/World_Map.php)
[2009-05-20 11:45:45] 4 Konnte Kartendimensionen nicht ermitteln. (/world/lib/classes/World/World_Map.php)
[2009-05-20 11:55:14] 7 User 1 hat sich eingeloggt.
[2009-05-20 12:18:34] 80 1 Karte gewechselt, von 317 nach 288.
[2009-05-20 12:25:21] 80 1 Karte gewechselt, von 288 nach 288.
[2009-05-20 12:27:25] 4 Kann Userposition (317 -> 312) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:27:30] 80 1 Karte gewechselt, von 288 nach 288.
[2009-05-20 12:27:34] 80 1 Karte gewechselt, von 310 nach 310.
[2009-05-20 12:27:39] 80 1 Karte gewechselt, von 288 nach 288.
[2009-05-20 12:27:44] 80 1 Karte gewechselt, von 315 nach 315.
[2009-05-20 12:27:46] 80 1 Karte gewechselt, von 288 nach 288.
[2009-05-20 12:27:48] 80 1 Karte gewechselt, von 314 nach 314.
[2009-05-20 12:27:49] 80 1 Karte gewechselt, von 288 nach 288.
[2009-05-20 12:27:51] 80 1 Karte gewechselt, von 315 nach 315.
[2009-05-20 12:27:55] 80 1 Karte gewechselt, von 288 nach 288.
[2009-05-20 12:28:03] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:28:05] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:28:06] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:28:08] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:28:09] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:28:09] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:28:10] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:28:11] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:28:11] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:28:12] 80 1 Karte gewechselt, von 175 nach 175.
[2009-05-20 12:28:13] 4 Kann Userposition (175 -> 175) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:28:14] 4 Kann Userposition (175 -> 175) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:28:15] 4 Kann Userposition (175 -> 175) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:28:15] 4 Kann Userposition (175 -> 175) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:28:15] 4 Kann Userposition (175 -> 175) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:29:35] 80 1 Karte gewechselt, von 178 nach 178.
[2009-05-20 12:29:37] 80 1 Karte gewechselt, von 506 nach 506.
[2009-05-20 12:29:39] 80 1 Karte gewechselt, von 507 nach 507.
[2009-05-20 12:29:41] 80 1 Karte gewechselt, von 508 nach 508.
[2009-05-20 12:29:45] 80 1 Karte gewechselt, von 509 nach 509.
[2009-05-20 12:29:51] 80 1 Karte gewechselt, von 508 nach 508.
[2009-05-20 12:29:53] 80 1 Karte gewechselt, von 507 nach 507.
[2009-05-20 12:30:00] 4 Kann Userposition (507 -> 39) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:32:48] 80 1 Karte gewechselt, von 508 nach 508.
[2009-05-20 12:32:50] 80 1 Karte gewechselt, von 507 nach 507.
[2009-05-20 12:35:53] 80 1 Karte gewechselt, von 506 nach 506.
[2009-05-20 12:35:56] 80 1 Karte gewechselt, von 507 nach 507.
[2009-05-20 12:37:23] 80 1 Karte gewechselt, von 508 nach 508.
[2009-05-20 12:38:37] 80 1 Karte gewechselt, von 509 nach 509.
[2009-05-20 12:38:44] 7 User 1 hat sich eingeloggt.
[2009-05-20 12:41:22] 7 User 1 hat sich eingeloggt.
[2009-05-20 12:41:28] 80 1 Karte gewechselt, von 508 nach 508.
[2009-05-20 12:41:30] 80 1 Karte gewechselt, von 509 nach 509.
[2009-05-20 12:42:32] 80 1 Karte gewechselt, von 508 nach 508.
[2009-05-20 12:42:34] 80 1 Karte gewechselt, von 509 nach 509.
[2009-05-20 12:42:37] 80 1 Karte gewechselt, von 508 nach 508.
[2009-05-20 12:42:41] 80 1 Karte gewechselt, von 507 nach 507.
[2009-05-20 12:42:44] 80 1 Karte gewechselt, von 287 nach 287.
[2009-05-20 12:42:46] 80 1 Karte gewechselt, von 288 nach 288.
[2009-05-20 12:42:53] 80 1 Karte gewechselt, von 175 nach 175.
[2009-05-20 12:42:55] 80 1 Karte gewechselt, von 177 nach 177.
[2009-05-20 12:42:58] 80 1 Karte gewechselt, von 176 nach 176.
[2009-05-20 12:43:05] 80 1 Karte gewechselt, von 174 nach 174.
[2009-05-20 12:43:10] 80 1 Karte gewechselt, von 175 nach 175.
[2009-05-20 12:43:24] 80 1 Karte gewechselt, von 175 nach 39.
[2009-05-20 12:43:37] 80 1 Karte gewechselt, von 178 nach 178.
[2009-05-20 12:43:39] 80 1 Karte gewechselt, von 506 nach 506.
[2009-05-20 12:43:42] 80 1 Karte gewechselt, von 507 nach 507.
[2009-05-20 12:43:44] 80 1 Karte gewechselt, von 508 nach 508.
[2009-05-20 12:43:49] 80 1 Karte gewechselt, von 509 nach 509.
[2009-05-20 12:43:53] 80 1 Karte gewechselt, von 508 nach 508.
[2009-05-20 12:47:11] 80 1 Karte gewechselt, von 509 nach 509.
[2009-05-20 12:47:15] 80 1 Karte gewechselt, von 509 nach 509.
[2009-05-20 12:48:26] 80 1 Karte gewechselt, von 509 nach 509.
[2009-05-20 12:48:28] 80 1 Karte gewechselt, von 508 nach 508.
[2009-05-20 12:48:30] 4 Kann Userposition (508 -> 508) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:48:32] 4 Kann Userposition (508 -> 508) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
